"Sample Name"	"Protocol REF"	"Parameter Value[randomized preparation number]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[aliquot number]"	"Term Source REF"	"Term Accession Number"	"Comment[EI analysis notes]"	"Comment[GC analysis notes]"	"Comment[preparation notes]"	"Extract Name"	"Labeled Extract Name"	"Protocol REF"	"Parameter Value[chromatography column]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[chromatography instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[mass spectrometry instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[randomized analysis order]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[block]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Index]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[index of position]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[order]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[order old]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[ionization mode]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Factor Value[session]"	"Term Source REF"	"Term Accession Number"	"Factor Value[regimen]"	"Term Source REF"	"Term Accession Number"	"Comment[regimen]"	"Factor Value[time point]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[day]"	"Term Source REF"	"Term Accession Number"	"Factor Value[volunteer number]"	"Term Source REF"	"Term Accession Number"
"207"	"LCMS preparation"	"192"	""	""	""	""	""	""	""	""	"0208C207"	"0208C207"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"207"	""	""	"3"	""	""	"269"	""	""	"496"	""	""	"265"	""	""	"90"	""	""	"negative mode"	""	""	"0208C207"	"GSK_neg_block4_76.cdf"	"4"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"8"	"hour"	""	""	"1"	""	""	"2"	""	""
"74"	"LCMS preparation"	"153"	""	""	""	""	""	""	""	""	"0608D074"	"0608D074"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"74"	""	""	"2"	""	""	"100"	""	""	"219"	""	""	"96"	""	""	"13"	""	""	"negative mode"	""	""	"0608D074"	"GSK_neg_block1_59r.cdf"	"4"	""	""	"no food intake; no exercise"	""	""	"D"	"8"	"hour"	""	""	"1"	""	""	"6"	""	""
"5"	"LCMS preparation"	"86"	""	""	""	""	""	""	""	""	"0708D005"	"0708D005"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"5"	""	""	"1"	""	""	"11"	""	""	"22"	""	""	"8"	""	""	"17"	""	""	"negative mode"	""	""	"0708D005"	"GSK_neg_block2_98r.cdf"	"4"	""	""	"no food intake; no exercise"	""	""	"D"	"8"	"hour"	""	""	"1"	""	""	"7"	""	""
"219"	"LCMS preparation"	"189"	""	""	""	""	""	""	""	""	"0808A219"	"0808A219"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"219"	""	""	"4"	""	""	"287"	""	""	"620"	""	""	"283"	""	""	"14"	""	""	"negative mode"	""	""	"0808A219"	"GSK_neg_block1_53r.cdf"	"4"	""	""	"no exercice and food intake"	""	""	"A"	"8"	"hour"	""	""	"1"	""	""	"8"	""	""
"132"	"LCMS preparation"	"50"	""	""	""	""	""	""	""	""	"0908A132"	"0908A132"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"132"	""	""	"2"	""	""	"172"	""	""	"292"	""	""	"168"	""	""	"86"	""	""	"negative mode"	""	""	"0908A132"	"GSK_neg_block2_34r.cdf"	"4"	""	""	"no exercice and food intake"	""	""	"A"	"8"	"hour"	""	""	"1"	""	""	"9"	""	""
"288"	"LCMS preparation"	"270"	""	""	""	""	""	""	""	"haemolysis"	"1012B288"	"1012B288"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"288"	""	""	"4"	""	""	"282"	""	""	"612"	""	""	"369"	""	""	"101"	""	""	"negative mode"	""	""	"1012B288"	"GSK_neg_block2_84r.cdf"	"4"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"12"	"hour"	""	""	"1"	""	""	"10"	""	""
"260"	"LCMS preparation"	"34"	""	""	""	""	""	""	""	""	"1412C260"	"1412C260"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"260"	""	""	"4"	""	""	"338"	""	""	"672"	""	""	"334"	""	""	"66"	""	""	"negative mode"	""	""	"1412C260"	"GSK_neg_block4_41.cdf"	"4"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"12"	"hour"	""	""	"1"	""	""	"14"	""	""
"65"	"LCMS preparation"	"130"	""	""	""	""	""	""	""	""	"1512D065"	"1512D065"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"65"	""	""	"1"	""	""	"85"	""	""	"97"	""	""	"82"	""	""	"92"	""	""	"negative mode"	""	""	"1512D065"	"GSK_neg_block1_87r.cdf"	"4"	""	""	"no food intake; no exercise"	""	""	"D"	"12"	"hour"	""	""	"1"	""	""	"15"	""	""
"6"	"LCMS preparation"	"76"	""	""	"3"	""	""	""	""	""	"0112B006"	"0112B006"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"6"	""	""	"1"	""	""	"12"	""	""	"23"	""	""	"9"	""	""	"18"	""	""	"negative mode"	""	""	"0112B006"	"GSK_neg_block3_58.cdf"	"4"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"12"	"hour"	""	""	"1"	""	""	"1"	""	""
"183"	"LCMS preparation"	"17"	""	""	""	""	""	""	""	""	"0212C183"	"0212C183"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"183"	""	""	"3"	""	""	"239"	""	""	"466"	""	""	"235"	""	""	"60"	""	""	"negative mode"	""	""	"0212C183"	"GSK_neg_block1_80r.cdf"	"4"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"12"	"hour"	""	""	"1"	""	""	"2"	""	""
"239"	"LCMS preparation"	"250"	""	""	""	""	""	""	""	""	"0612D239"	"0612D239"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"239"	""	""	"4"	""	""	"312"	""	""	"646"	""	""	"308"	""	""	"40"	""	""	"negative mode"	""	""	"0612D239"	"GSK_neg_block4_90.cdf"	"4"	""	""	"no food intake; no exercise"	""	""	"D"	"12"	"hour"	""	""	"1"	""	""	"6"	""	""
"126"	"LCMS preparation"	"217"	""	""	"3"	""	""	""	""	""	"0712D126"	"0712D126"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"126"	""	""	"2"	""	""	"165"	""	""	"285"	""	""	"161"	""	""	"79"	""	""	"negative mode"	""	""	"0712D126"	"GSK_neg_block3_96.cdf"	"4"	""	""	"no food intake; no exercise"	""	""	"D"	"12"	"hour"	""	""	"1"	""	""	"7"	""	""
"265"	"LCMS preparation"	"221"	""	""	""	""	""	""	""	""	"0812A265"	"0812A265"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"265"	""	""	"4"	""	""	"345"	""	""	"679"	""	""	"341"	""	""	"73"	""	""	"negative mode"	""	""	"0812A265"	"GSK_neg_block3_12.cdf"	"4"	""	""	"no exercice and food intake"	""	""	"A"	"12"	"hour"	""	""	"1"	""	""	"8"	""	""
"84"	"LCMS preparation"	"245"	""	""	"3"	""	""	""	""	""	"0912A084"	"0912A084"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"84"	""	""	"2"	""	""	"112"	""	""	"231"	""	""	"108"	""	""	"25"	""	""	"negative mode"	""	""	"0912A084"	"GSK_neg_block3_70.cdf"	"4"	""	""	"no exercice and food intake"	""	""	"A"	"12"	"hour"	""	""	"1"	""	""	"9"	""	""
"147"	"LCMS preparation"	"105"	""	""	""	""	""	""	""	""	"1016B147"	"1016B147"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"147"	""	""	"3"	""	""	"194"	""	""	"420"	""	""	"190"	""	""	"14"	""	""	"negative mode"	""	""	"1016B147"	"GSK_neg_block2_99r.cdf"	"4"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"16"	"hour"	""	""	"1"	""	""	"10"	""	""
"75"	"LCMS preparation"	"124"	""	""	""	""	""	""	""	""	"1416C075"	"1416C075"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"75"	""	""	"2"	""	""	"101"	""	""	"220"	""	""	"97"	""	""	"14"	""	""	"negative mode"	""	""	"1416C075"	"GSK_neg_block3_54.cdf"	"4"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"16"	"hour"	""	""	"1"	""	""	"14"	""	""
"193"	"LCMS preparation"	"103"	""	""	""	""	""	""	""	""	"1516D193"	"1516D193"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"193"	""	""	"3"	""	""	"252"	""	""	"479"	""	""	"248"	""	""	"73"	""	""	"negative mode"	""	""	"1516D193"	"GSK_neg_block2_27r.cdf"	"4"	""	""	"no food intake; no exercise"	""	""	"D"	"16"	"hour"	""	""	"1"	""	""	"15"	""	""
"281"	"LCMS preparation"	"61"	""	""	""	""	""	""	""	""	"0116B281"	"0116B281"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"281"	""	""	"4"	""	""	"365"	""	""	"699"	""	""	"361"	""	""	"93"	""	""	"negative mode"	""	""	"0116B281"	"GSK_neg_block2_19r.cdf"	"4"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"16"	"hour"	""	""	"1"	""	""	"1"	""	""
"155"	"LCMS preparation"	"143"	""	""	""	""	""	""	""	""	"0216C155"	"0216C155"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"155"	""	""	"3"	""	""	"204"	""	""	"430"	""	""	"200"	""	""	"24"	""	""	"negative mode"	""	""	"0216C155"	"GSK_neg_block2_44r.cdf"	"4"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"16"	"hour"	""	""	"1"	""	""	"2"	""	""
"166"	"LCMS preparation"	"73"	""	""	""	""	""	""	""	""	"0616D166"	"0616D166"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"166"	""	""	"3"	""	""	"218"	""	""	"445"	""	""	"214"	""	""	"39"	""	""	"negative mode"	""	""	"0616D166"	"GSK_neg_block3_66.cdf"	"4"	""	""	"no food intake; no exercise"	""	""	"D"	"16"	"hour"	""	""	"1"	""	""	"6"	""	""
"28"	"LCMS preparation"	"140"	""	""	""	""	""	""	""	""	"0716D028"	"0716D028"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"28"	""	""	"1"	""	""	"38"	""	""	"50"	""	""	"35"	""	""	"45"	""	""	"negative mode"	""	""	"0716D028"	"GSK_neg_block3_50.cdf"	"4"	""	""	"no food intake; no exercise"	""	""	"D"	"16"	"hour"	""	""	"1"	""	""	"7"	""	""
"19"	"LCMS preparation"	"77"	""	""	""	""	""	""	""	""	"0816A019"	"0816A019"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"19"	""	""	"1"	""	""	"27"	""	""	"39"	""	""	"24"	""	""	"34"	""	""	"negative mode"	""	""	"0816A019"	"GSK_neg_block3_22.cdf"	"4"	""	""	"no exercice and food intake"	""	""	"A"	"16"	"hour"	""	""	"1"	""	""	"8"	""	""
"50"	"LCMS preparation"	"44"	""	""	""	""	""	""	""	""	"0916A050"	"0916A050"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"50"	""	""	"1"	""	""	"66"	""	""	"78"	""	""	"63"	""	""	"73"	""	""	"negative mode"	""	""	"0916A050"	"GSK_neg_block1_98r.cdf"	"4"	""	""	"no exercice and food intake"	""	""	"A"	"16"	"hour"	""	""	"1"	""	""	"9"	""	""
"133"	"LCMS preparation"	"147"	""	""	""	""	""	""	""	""	"1024B133"	"1024B133"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"133"	""	""	"2"	""	""	"174"	""	""	"294"	""	""	"170"	""	""	"88"	""	""	"negative mode"	""	""	"1024B133"	"GSK_neg_block4_74.cdf"	"4"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"24"	"hour"	""	""	"1"	""	""	"10"	""	""
"264"	"LCMS preparation"	"96"	""	""	""	""	""	""	""	""	"1424C264"	"1424C264"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"264"	""	""	"4"	""	""	"343"	""	""	"677"	""	""	"339"	""	""	"71"	""	""	"negative mode"	""	""	"1424C264"	"GSK_neg_block4_91.cdf"	"4"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"24"	"hour"	""	""	"1"	""	""	"14"	""	""
"211"	"LCMS preparation"	"152"	""	""	""	""	""	""	""	""	"1524D211"	"1524D211"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"211"	""	""	"3"	""	""	"274"	""	""	"501"	""	""	"270"	""	""	"95"	""	""	"negative mode"	""	""	"1524D211"	"GSK_neg_block3_23.cdf"	"4"	""	""	"no food intake; no exercise"	""	""	"D"	"24"	"hour"	""	""	"1"	""	""	"15"	""	""
"277"	"LCMS preparation"	"224"	""	""	""	""	""	""	""	""	"0124B277"	"0124B277"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"277"	""	""	"4"	""	""	"360"	""	""	"694"	""	""	"356"	""	""	"88"	""	""	"negative mode"	""	""	"0124B277"	"GSK_neg_block1_37r.cdf"	"4"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"24"	"hour"	""	""	"1"	""	""	"1"	""	""
"102"	"LCMS preparation"	"141"	""	""	""	""	""	""	""	""	"0224C102"	"0224C102"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"102"	""	""	"2"	""	""	"135"	""	""	"255"	""	""	"131"	""	""	"49"	""	""	"negative mode"	""	""	"0224C102"	"GSK_neg_block4_39.cdf"	"4"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"24"	"hour"	""	""	"1"	""	""	"2"	""	""
"4"	"LCMS preparation"	"247"	""	""	""	""	""	""	""	""	"0624D004"	"0624D004"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"4"	""	""	"1"	""	""	"9"	""	""	"20"	""	""	"6"	""	""	"15"	""	""	"negative mode"	""	""	"0624D004"	"GSK_neg_block2_86r.cdf"	"4"	""	""	"no food intake; no exercise"	""	""	"D"	"24"	"hour"	""	""	"1"	""	""	"6"	""	""
"271"	"LCMS preparation"	"273"	""	""	"3"	""	""	""	""	""	"0724D271"	"0724D271"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"271"	""	""	"4"	""	""	"352"	""	""	"686"	""	""	"348"	""	""	"80"	""	""	"negative mode"	""	""	"0724D271"	"GSK_neg_block2_25r.cdf"	"4"	""	""	"no food intake; no exercise"	""	""	"D"	"24"	"hour"	""	""	"1"	""	""	"7"	""	""
"186"	"LCMS preparation"	"210"	""	""	""	""	""	""	""	""	"0824A186"	"0824A186"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"186"	""	""	"3"	""	""	"243"	""	""	"470"	""	""	"239"	""	""	"64"	""	""	"negative mode"	""	""	"0824A186"	"GSK_neg_block1_73r.cdf"	"4"	""	""	"no exercice and food intake"	""	""	"A"	"24"	"hour"	""	""	"1"	""	""	"8"	""	""
"198"	"LCMS preparation"	"159"	""	""	""	""	""	""	""	""	"0924A198"	"0924A198"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"198"	""	""	"3"	""	""	"258"	""	""	"485"	""	""	"254"	""	""	"79"	""	""	"negative mode"	""	""	"0924A198"	"GSK_neg_block3_79.cdf"	"4"	""	""	"no exercice and food intake"	""	""	"A"	"24"	"hour"	""	""	"1"	""	""	"9"	""	""
"QC10"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"1"	""	""	"74"	""	""	"86"	""	""	"71"	""	""	"81"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block1_81r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC10"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"1"	""	""	"79"	""	""	"91"	""	""	"76"	""	""	"86"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block1_86r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC10"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"2"	""	""	"168"	""	""	"288"	""	""	"164"	""	""	"82"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block2_82r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC10"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"2"	""	""	"173"	""	""	"293"	""	""	"169"	""	""	"87"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block2_87r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC10"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"3"	""	""	"261"	""	""	"488"	""	""	"257"	""	""	"82"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block3_82.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC10"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"3"	""	""	"266"	""	""	"493"	""	""	"262"	""	""	"87"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block3_87.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC10"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"4"	""	""	"354"	""	""	"688"	""	""	"350"	""	""	"82"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block4_82.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC10"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"4"	""	""	"359"	""	""	"693"	""	""	"355"	""	""	"87"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block4_87.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC11"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"1"	""	""	"4"	""	""	"11"	""	""	"91"	""	""	"101"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block1_101r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC11"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"1"	""	""	"5"	""	""	"12"	""	""	"92"	""	""	"102"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block1_102r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC11"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"1"	""	""	"84"	""	""	"96"	""	""	"81"	""	""	"91"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block1_91r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC11"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"1"	""	""	"89"	""	""	"101"	""	""	"86"	""	""	"96"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block1_96r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC11"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"2"	""	""	"97"	""	""	"212"	""	""	"184"	""	""	"102"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block2_102r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC11"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"2"	""	""	"98"	""	""	"213"	""	""	"185"	""	""	"103"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block2_103r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC11"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"2"	""	""	"178"	""	""	"298"	""	""	"174"	""	""	"92"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block2_92r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC11"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"2"	""	""	"183"	""	""	"303"	""	""	"179"	""	""	"97"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block2_97r.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC11"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"3"	""	""	"190"	""	""	"413"	""	""	"277"	""	""	"102"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block3_102.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC11"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"3"	""	""	"191"	""	""	"414"	""	""	"278"	""	""	"103"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block3_103.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC11"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"3"	""	""	"271"	""	""	"498"	""	""	"267"	""	""	"92"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block3_92.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC11"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"3"	""	""	"276"	""	""	"503"	""	""	"272"	""	""	"97"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block3_97.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
"QC11"	"LCMS preparation"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"NA"	""	""	"4"	""	""	"283"	""	""	"613"	""	""	"370"	""	""	"102"	""	""	"negative mode"	""	""	"NA"	"GSK_neg_block4_102.cdf"	"NA"	""	""	"NA"	""	""	"NA"	"NA"	"hour"	""	""	"NA"	""	""	"NA"	""	""
